n,d,epsilon,delta,mechanism1_mse,mechanism2_mse,mechanism3_mse,mechanism1_sd,mechanism2_sd,mechanism3_sd
50,50,1.0,1e-05,43.50821216573097,21.34076800121614,15.068706334624641,6.567102164080865,4.579907853770916,3.8412197719898886
50,50,1.0,0.0001,34.59807411350047,18.725054984606437,9.804160417526152,5.836182244176219,4.2628629189176745,3.106277447578017
50,50,2.0,1e-06,12.522455664364227,7.526640138830734,5.005199368227457,3.5137933029316306,2.728830555118079,2.223868664736993
50,50,2.0,1e-05,10.89947580488662,5.960601540757141,4.065378980446985,3.281557409615934,2.4103004616406434,1.997303981783284
50,50,2.0,0.0001,8.518281557364732,5.117495524419212,3.0687432684027653,2.8917502017131125,2.254172674347906,1.7317532120352148
50,50,5.0,1e-06,2.0082887669512006,1.104729339181335,0.9868861180766835,1.4134537117509585,1.0418541026583608,0.9846433434818227
50,50,5.0,1e-05,1.5733777908930417,0.9752630112702964,0.8021130260323115,1.2412057867516062,0.9801560768832223,0.886087391557354
50,50,5.0,0.0001,1.4075265006403346,0.8008777949540802,0.594071569599735,1.1799388004964577,0.8874931817717391,0.7669014502947975
50,100,0.05,1e-06,21518.57849604919,11190.845000333578,4728.80557012055,145.45501987186057,105.24332884738894,68.30562431563729
50,100,0.05,1e-05,17659.948566584204,9357.524648088616,3199.114500746057,132.2107083921898,96.11728080281777,56.09021530850015
50,100,0.05,0.0001,13739.563326065187,7559.4314039758665,2071.8649487832145,115.93249582731451,86.22604949189694,45.29280268485629
50,100,0.1,1e-06,4985.170228024084,2705.205145804213,1271.4925088431805,70.18297106260107,51.29726357869233,35.35910682796699
50,100,0.1,1e-05,4431.595879406562,2338.946411335289,950.3793612709271,66.02028758100322,47.99812275014241,30.608184325420957
50,100,0.1,0.0001,3281.4904766812397,2021.4214790914634,609.7277203248553,57.081275440297404,44.64758877839717,24.56362649067116
50,100,0.5,1e-06,211.06396443535604,113.57432944141965,64.85221437405451,14.443947037156224,10.569917030151988,7.994289382093166
50,100,0.5,1e-05,173.9885435385373,91.17984468577748,47.88109720371293,13.092264375088472,9.495208179832328,6.8626531590347355
50,100,0.5,0.0001,144.05501480850523,76.83408142655442,32.71674091413398,11.923526615625311,8.640246761627878,5.67527370706192
50,100,1.0,1e-06,52.26340135610684,27.758239519254325,17.635488964524818,7.183071137332045,5.219020398800543,4.1775353304309455
50,100,1.0,1e-05,47.33895919202244,23.391721317152168,14.245918435038837,6.830154334229093,4.782250523171356,3.7590291730191274
50,100,1.0,0.0001,33.06549371067023,18.638754228768505,10.188979762395533,5.695655241504921,4.287064763293399,3.1555493144815063
50,100,2.0,1e-06,13.769145912878702,6.715892361370786,4.777468480911107,3.681690507060394,2.5775381740715018,2.172506006467963
50,100,2.0,1e-05,10.997459077628042,5.884389965623035,3.9069513641577878,3.296352932603998,2.4037177740691105,1.9522526364214694
50,100,2.0,0.0001,8.892328112764726,4.48908690511667,3.138865749190697,2.9681258751734605,2.107453845989387,1.7631163076320093
50,100,5.0,1e-06,2.037304974975549,1.1511674397384217,0.9472711859485152,1.4115705838058608,1.0650284900283231,0.9643595190840643
50,100,5.0,1e-05,1.7944403314150423,0.9440018186073258,0.8119537523298191,1.3305307661554715,0.962501314702749,0.8899605660956131
50,100,5.0,0.0001,1.3358015381173831,0.7567666141962796,0.673759874582188,1.1481813890553798,0.8610943544963894,0.8140026649841381
100,1,0.05,1e-06,19828.03973810649,11292.774396446775,5043.192752595745,139.38591142990109,105.75591567571682,70.7652328005841
100,1,0.05,1e-05,16515.768622357133,9534.957134962728,3215.9799267440976,126.97298411080351,96.11596741858352,56.117957774379725
100,1,0.05,0.0001,14066.893443360623,7671.511776476735,1922.2076717134391,117.61183690692174,87.18430751537099,43.62256919385963
100,1,0.1,1e-06,5227.530101926035,2704.3004350661304,1355.8735977515225,71.99205314790558,51.810359612338786,36.425183644014325
100,1,0.1,1e-05,4537.666309351622,2319.882715276378,971.751539738123,67.039622698341,47.73136366459927,30.886847293555558
100,1,0.1,0.0001,3452.1708742757646,1852.0255689075843,592.8217005578625,58.2509831145901,42.74661677079939,24.134569780492818
100,1,0.5,1e-06,216.51989182921739,104.51298169771003,65.32475521422597,14.559265185386707,10.119985244807504,7.96811346294345
100,1,0.5,1e-05,165.31663288855682,95.81996017923248,46.62082105634386,12.743944588645208,9.720871866427178,6.788293523117159
100,1,0.5,0.0001,136.3735660913329,77.49219874815145,31.560779905967433,11.587502418996777,8.710260033712395,5.567375500544955
100,1,1.0,1e-06,50.91366257768384,30.626181966640807,18.148673416864714,7.084736559196448,5.4889412057011935,4.237082579280925
100,1,1.0,1e-05,40.538275071866224,23.01050664203248,13.832707155259232,6.329619450192749,4.755491666542286,3.677648973672612
100,1,1.0,0.0001,35.19687162678906,17.90538870520212,10.227980150011211,5.8869578532159625,4.199734375819144,3.186179444016216
100,1,2.0,1e-06,13.27239765736186,6.992289189869881,4.945659232875979,3.616624814541931,2.6355412036941033,2.2083491930758035
100,1,2.0,1e-05,10.736425712426373,5.733340400485497,3.9408052486005376,3.260615457978396,2.374998971019772,1.9677756282578123
100,1,2.0,0.0001,9.172409800462384,4.5206149576163055,2.853573727155321,2.9983066076132467,2.110803934601426,1.6804016359381684
100,1,5.0,1e-06,1.9778538720430703,1.1324101652195622,1.0353006573029604,1.4008149146210465,1.0587766073533165,1.0089161275938896
100,1,5.0,1e-05,1.7123494210226675,0.9471529319337595,0.7557647273752266,1.3040309084429142,0.9677782012469404,0.8635893186693764
100,1,5.0,0.0001,1.4281195377076201,0.7332070706205025,0.627245569675053,1.1866498463855748,0.8494268788512208,0.7859959988010453
100,5,0.05,1e-06,19775.242186544332,10628.77792095105,4412.0838833658445,138.84924611238824,102.83620293218993,65.93695182375282
100,5,0.05,1e-05,16160.60724721313,8819.065553032462,3244.045791599062,126.25985794736489,93.38301957563678,56.716479321704774
100,5,0.05,0.0001,14152.525518770222,7358.418983882717,2055.9443521852936,118.14630430259493,85.13276693279981,45.08392208491418
100,5,0.1,1e-06,5674.203959000823,2948.792568791117,1341.635023715281,74.9691659000918,53.94214989598637,36.40144073239905
100,5,0.1,1e-05,4518.586419988113,2298.448991824287,935.6241788060624,66.11308049665024,47.72209765913074,30.338206535063335
100,5,0.1,0.0001,3228.629012757949,1883.1739752211063,636.0199610772554,56.400191224744276,42.90217114511281,25.094951670703935
100,5,0.5,1e-06,219.60042248299686,111.8370298829648,64.93590758466033,14.718923613752462,10.542155733655383,8.025985296599682
100,5,0.5,1e-05,167.75520079248045,90.28573042316383,49.678691853596135,12.849537784022502,9.444173019261724,6.979061248613777
100,5,0.5,0.0001,137.8216009598644,70.76266866242318,37.06983866594045,11.639900108724728,8.354146181845957,6.008536120049752
100,5,1.0,1e-06,51.01324376362368,29.01249132091798,17.417317327048686,7.100852043694092,5.324958817083162,4.133587696066872
100,5,1.0,1e-05,46.38970756963191,23.962443327805143,14.0566603735684,6.752828965588075,4.865438926652557,3.7316700599050905
100,5,1.0,0.0001,35.36830582150932,19.502135584054635,9.982119372065984,5.891314793609574,4.393215133387967,3.132214678717104
100,5,2.0,1e-06,12.63764778238206,6.963817152090198,5.12168696940771,3.521309467081769,2.624977851676875,2.2373644822631817
100,5,2.0,1e-05,10.869422046528983,5.632293119424607,3.7496262440169845,3.2739915157816553,2.3603735989492587,1.916351196980368
100,5,2.0,0.0001,9.220970996820363,4.563053970347937,2.867478626042407,3.0150779569386748,2.117196287757479,1.6771711830505622
100,5,5.0,1e-06,1.932450406874128,1.1082405599592824,0.9985839844742553,1.380226692588883,1.047078972114107,0.9937979981563169
100,5,5.0,1e-05,1.755629725014569,0.9518971967771733,0.7811879726717281,1.3136339766309437,0.9683550056937484,0.8729984810211266
100,5,5.0,0.0001,1.3252147514663801,0.786268625049007,0.6803600700049721,1.139131999139249,0.8825135240887132,0.8209040378509048
100,10,0.05,1e-06,19116.89136538162,10923.057142025687,4778.428273925118,136.64186401423063,103.78276768364503,68.71477937364871
100,10,0.05,1e-05,16297.364557715156,9774.741200750603,3237.2975103327944,126.29802462151329,98.3428741193233,56.66760895114594
100,10,0.05,0.0001,12818.829435520009,6955.164164732657,1991.1945098478122,112.49512560475023,82.91322587514546,44.31214230837634
