n,d,epsilon,Laplace MSE,Gaussian MSE,Laplace SD,Gaussian SD
1000,1,0.05,0.0008175249672802157,0.0036877599259125516,0.02827891134596397,0.06029489659390806
1000,1,0.1,0.00019473754578643227,0.0009347360428184528,0.013847306197773296,0.03031264253040456
1000,1,0.5,8.695432691170724e-06,4.0429298425360184e-05,0.002904658917648948,0.006307816765148959
1000,1,1.0,1.96209515713174e-06,9.401034035711175e-06,0.0013894683029934476,0.003052077642285699
1000,1,2.0,5.245990292140776e-07,2.3622688536979295e-06,0.0007132287923382336,0.0015251565988691454
1000,1,5.0,8.423208721279447e-08,3.9086347710479625e-07,0.0002870686640558757,0.0006214807148733271
1000,5,0.05,0.0006713738281882926,0.0036903106711279623,0.02575227778006133,0.06023665900525947
1000,5,0.1,0.0002002080446633782,0.0009369913576155221,0.013994840068157044,0.030474145243247652
1000,5,0.5,7.084363954117621e-06,3.95207478315941e-05,0.0026379145972436147,0.006256069416958744
1000,5,1.0,1.924256767282242e-06,9.99699730307517e-06,0.0013791245448342602,0.0031439492471099064
1000,5,2.0,5.004051277751789e-07,2.4243385984194205e-06,0.0007015938752243974,0.0015464722339195603
1000,5,5.0,7.299187636913596e-08,3.7613845706917124e-07,0.0002659959934820992,0.0006052994612042808
1000,10,0.05,0.0007683976302869119,0.003990237649626175,0.027477381980986215,0.06228237105033996
1000,10,0.1,0.00018856598692273225,0.0008875441116577655,0.013575458971333975,0.02955781332506808
1000,10,0.5,7.809954446563473e-06,3.770279902848628e-05,0.002773203854480226,0.006100861237103016
1000,10,1.0,1.8434544422979029e-06,1.025331601935457e-05,0.0013465109052757328,0.003178579226405802
1000,10,2.0,4.6592946261183365e-07,2.516878459156147e-06,0.0006735639524432049,0.0015762348092997053
1000,10,5.0,7.447815563202208e-08,3.926035116844917e-07,0.0002696756376221935,0.0006192169254358248
1000,50,0.05,0.0007737403584242094,0.0036816684717951896,0.02739239617370141,0.06026389876915793
1000,50,0.1,0.00020040744046605254,0.000916999480716749,0.01388006403622501,0.029999244748828445
1000,50,0.5,8.368330476958616e-06,3.728105557223812e-05,0.0028623875087664336,0.006073822994346584
1000,50,1.0,1.969900901598551e-06,9.605086254135557e-06,0.0013875101784163566,0.0030836070075025645
1000,50,2.0,5.11086248044924e-07,2.1595686185771474e-06,0.000706766745385856,0.0014574060400128043
1000,50,5.0,8.032076923387922e-08,4.017115399013869e-07,0.0002807046918802772,0.0006293185568222177
1000,100,0.05,0.000874734139109223,0.0037154055401953734,0.029189934960882895,0.060498934433208015
1000,100,0.1,0.00018145408873878848,0.0009485338659346268,0.01333631739800851,0.030589964449456684
1000,100,0.5,8.409911041962834e-06,3.953749790554631e-05,0.002866659360276831,0.006256698353318668
1000,100,1.0,1.8521823228078495e-06,9.86782575515754e-06,0.0013387715368357925,0.0031213556191962547
1000,100,2.0,5.152412246456614e-07,2.469887361296454e-06,0.00071336835440333,0.0015656273025086691
1000,100,5.0,8.686574058262023e-08,4.093191939936516e-07,0.000292429151152941,0.0006347464477119144
